location_id,image_number,date,label,orbit,filename,folder,image_dir,chemin_directory,date_satellites_S1,image_files,nouveau_chemin
0200,9,2019-03-30,1,ASCENDING,S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1,0200,sen12floods_s1_source\sen12floods_s1_source_0200_20190330,0200,20190330,"['sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1_corrected_VH.tif', 'sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1_corrected_VV.tif']","['sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1_corrected_VH.tif', 'sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1_corrected_VV.tif']"
0200,10,2019-03-31,1,DESCENDING,S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51,0200,sen12floods_s1_source\sen12floods_s1_source_0200_20190331,0200,20190331,"['sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VH.tif', 'sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VV.tif']","['sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VH.tif', 'sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VV.tif']"
0200,11,2019-04-05,1,ASCENDING,S1B_IW_GRDH_1SDV_20190405T162250_20190405T162319_015673_01D66F_C65F,0200,sen12floods_s1_source\sen12floods_s1_source_0200_20190405,0200,20190405,"['sen12flood\\0200\\S1B_IW_GRDH_1SDV_20190405T162250_20190405T162319_015673_01D66F_C65F_corrected_VH.tif', 'sen12flood\\0200\\S1B_IW_GRDH_1SDV_20190405T162250_20190405T162319_015673_01D66F_C65F_corrected_VV.tif']","['sen12flood\\0200\\S1B_IW_GRDH_1SDV_20190405T162250_20190405T162319_015673_01D66F_C65F_corrected_VH.tif', 'sen12flood\\0200\\S1B_IW_GRDH_1SDV_20190405T162250_20190405T162319_015673_01D66F_C65F_corrected_VV.tif']"
0200,12,2019-04-12,1,DESCENDING,S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F,0200,sen12floods_s1_source\sen12floods_s1_source_0200_20190412,0200,20190412,"['sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F_corrected_VH.tif', 'sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F_corrected_VV.tif']","['sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F_corrected_VH.tif', 'sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F_corrected_VV.tif']"
0200,13,2019-04-17,1,ASCENDING,S1B_IW_GRDH_1SDV_20190417T162251_20190417T162320_015848_01DC3E_114B,0200,sen12floods_s1_source\sen12floods_s1_source_0200_20190417,0200,20190417,"['sen12flood\\0200\\S1B_IW_GRDH_1SDV_20190417T162251_20190417T162320_015848_01DC3E_114B_corrected_VH.tif', 'sen12flood\\0200\\S1B_IW_GRDH_1SDV_20190417T162251_20190417T162320_015848_01DC3E_114B_corrected_VV.tif']","['sen12flood\\0200\\S1B_IW_GRDH_1SDV_20190417T162251_20190417T162320_015848_01DC3E_114B_corrected_VH.tif', 'sen12flood\\0200\\S1B_IW_GRDH_1SDV_20190417T162251_20190417T162320_015848_01DC3E_114B_corrected_VV.tif']"
0200,14,2019-04-24,1,DESCENDING,S1A_IW_GRDH_1SDV_20190424T031707_20190424T031732_026926_03077A_B45D,0200,sen12floods_s1_source\sen12floods_s1_source_0200_20190424,0200,20190424,"['sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190424T031707_20190424T031732_026926_03077A_B45D_corrected_VH.tif', 'sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190424T031707_20190424T031732_026926_03077A_B45D_corrected_VV.tif']","['sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190424T031707_20190424T031732_026926_03077A_B45D_corrected_VH.tif', 'sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190424T031707_20190424T031732_026926_03077A_B45D_corrected_VV.tif']"
0004,1,2018-12-16,0,ASCENDING,S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA,0004,sen12floods_s1_source\sen12floods_s1_source_0004_20181216,0004,20181216,"['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VV.tif']","['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VV.tif']"
0004,2,2018-12-21,0,ASCENDING,S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD,0004,sen12floods_s1_source\sen12floods_s1_source_0004_20181221,0004,20181221,"['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VV.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VV.tif']","['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VV.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VV.tif']"
0004,3,2018-12-21,0,ASCENDING,S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354,0004,sen12floods_s1_source\sen12floods_s1_source_0004_20181221,0004,20181221,"['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VV.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VV.tif']","['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VV.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VV.tif']"
0004,5,2018-12-28,0,ASCENDING,S1A_IW_GRDH_1SDV_20181228T172604_20181228T172629_025228_02CA07_C927,0004,sen12floods_s1_source\sen12floods_s1_source_0004_20181228,0004,20181228,"['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181228T172604_20181228T172629_025228_02CA07_C927_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181228T172604_20181228T172629_025228_02CA07_C927_corrected_VV.tif']","['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181228T172604_20181228T172629_025228_02CA07_C927_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181228T172604_20181228T172629_025228_02CA07_C927_corrected_VV.tif']"
0004,6,2019-01-02,0,ASCENDING,S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA,0004,sen12floods_s1_source\sen12floods_s1_source_0004_20190102,0004,20190102,"['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA_corrected_VV.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD_corrected_VV.tif']","['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA_corrected_VV.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD_corrected_VV.tif']"
0004,7,2019-01-02,0,ASCENDING,S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD,0004,sen12floods_s1_source\sen12floods_s1_source_0004_20190102,0004,20190102,"['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA_corrected_VV.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD_corrected_VV.tif']","['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA_corrected_VV.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD_corrected_VV.tif']"
0004,9,2019-01-09,0,ASCENDING,S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A,0004,sen12floods_s1_source\sen12floods_s1_source_0004_20190109,0004,20190109,"['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VV.tif']","['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VV.tif']"
0307,1,2019-01-18,0,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,0307,sen12floods_s1_source\sen12floods_s1_source_0307_20190118,0307,20190118,"['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847_corrected_VV.tif']","['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847_corrected_VV.tif']"
0307,2,2019-01-30,1,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,0307,sen12floods_s1_source\sen12floods_s1_source_0307_20190130,0307,20190130,"['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523_corrected_VV.tif']","['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523_corrected_VV.tif']"
0307,3,2019-02-05,1,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,0307,sen12floods_s1_source\sen12floods_s1_source_0307_20190205,0307,20190205,"['sen12flood\\0307\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\0307\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif']","['sen12flood\\0307\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\0307\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif']"
0307,4,2019-02-06,1,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,0307,sen12floods_s1_source\sen12floods_s1_source_0307_20190206,0307,20190206,"['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VV.tif']","['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VV.tif']"
0307,5,2019-02-11,1,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,0307,sen12floods_s1_source\sen12floods_s1_source_0307_20190211,0307,20190211,"['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856_corrected_VV.tif']","['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856_corrected_VV.tif']"
0307,6,2019-02-12,1,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,0307,sen12floods_s1_source\sen12floods_s1_source_0307_20190212,0307,20190212,"['sen12flood\\0307\\S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B_corrected_VH.tif', 'sen12flood\\0307\\S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B_corrected_VV.tif']","['sen12flood\\0307\\S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B_corrected_VH.tif', 'sen12flood\\0307\\S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B_corrected_VV.tif']"
0307,7,2019-02-23,1,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,0307,sen12floods_s1_source\sen12floods_s1_source_0307_20190223,0307,20190223,"['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A_corrected_VV.tif']","['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A_corrected_VV.tif']"
0307,8,2019-03-07,1,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,0307,sen12floods_s1_source\sen12floods_s1_source_0307_20190307,0307,20190307,"['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B_corrected_VV.tif']","['sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B_corrected_VH.tif', 'sen12flood\\0307\\S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B_corrected_VV.tif']"
0167,1,2019-02-01,0,DESCENDING,S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60,0167,sen12floods_s1_source\sen12floods_s1_source_0167_20190201,0167,20190201,"['sen12flood\\0167\\S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60_corrected_VH.tif', 'sen12flood\\0167\\S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60_corrected_VV.tif', 'sen12flood\\0167\\S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098_corrected_VH.tif', 'sen12flood\\0167\\S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098_corrected_VV.tif']","['sen12flood\\0167\\S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60_corrected_VH.tif', 'sen12flood\\0167\\S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60_corrected_VV.tif', 'sen12flood\\0167\\S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098_corrected_VH.tif', 'sen12flood\\0167\\S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098_corrected_VV.tif']"
0167,2,2019-02-01,0,ASCENDING,S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098,0167,sen12floods_s1_source\sen12floods_s1_source_0167_20190201,0167,20190201,"['sen12flood\\0167\\S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60_corrected_VH.tif', 'sen12flood\\0167\\S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60_corrected_VV.tif', 'sen12flood\\0167\\S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098_corrected_VH.tif', 'sen12flood\\0167\\S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098_corrected_VV.tif']","['sen12flood\\0167\\S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60_corrected_VH.tif', 'sen12flood\\0167\\S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60_corrected_VV.tif', 'sen12flood\\0167\\S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098_corrected_VH.tif', 'sen12flood\\0167\\S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098_corrected_VV.tif']"
